region,country
Rayong,Thailand
Phra Nakhon Si Ayutthaya,Thailand
Phrae,Thailand
Phitsanulok,Thailand
Phichit,Thailand
Phetchabun,Thailand
Phayao,Thailand
Phatthalung,Thailand
Pattani,Thailand
Pathum Thani,Thailand
Nonthaburi,Thailand
Nong Khai,Thailand
Narathiwat,Thailand
Nan,Thailand
Nakhon Si Thammarat,Thailand
Nakhon Sawan,Thailand
Nakhon Ratchasima,Thailand
Nakhon Phanom,Thailand
Nakhon Pathom,Thailand
Nakhon Nayok,Thailand
Mukdahan,Thailand
Maha Sarakham,Thailand
Lop Buri,Thailand
Loei,Thailand
Bangkok,Thailand
Khon Kaen,Thailand
Kalasin,Thailand
Chon Buri,Thailand
Chanthaburi,Thailand
Chaiyaphum,Thailand
Chai Nat,Thailand
Chachoengsao,Thailand
Buriram,Thailand
Ang Thong,Thailand
Changwat Udon Thani,Thailand
Prachin Buri,Thailand
Changwat Ubon Ratchathani,Thailand
Amnat Charoen,Thailand
Changwat Nong Bua Lamphu,Thailand
Sa Kaeo,Thailand
Changwat Bueng Kan,Thailand
Viloyati Sughd,Tajikistan
Gorno-Badakhshan,Tajikistan
Khatlon,Tajikistan
Republican Subordination,Tajikistan
Dushanbe,Tajikistan
Nukunonu,Tokelau
Fakaofo,Tokelau
Atafu,Tokelau
Viqueque,East Timor
Manufahi,East Timor
Manatuto,East Timor
Liquica,East Timor
Lautem,East Timor
Cova Lima,East Timor
Ermera,East Timor
Dili,East Timor
Bobonaro,East Timor
Baucau,East Timor
Oecusse,East Timor
Ainaro,East Timor
Aileu,East Timor
Balkan,Turkmenistan
Ahal,Turkmenistan
Dasoguz,Turkmenistan
Mary,Turkmenistan
Lebap,Turkmenistan
Zaghwan,Tunisia
Tunis,Tunisia
Tawzar,Tunisia
Tataouine,Tunisia
Susah,Tunisia
Silyanah,Tunisia
Sidi Bu Zayd,Tunisia
Safaqis,Tunisia
Qibili,Tunisia
Gafsa,Tunisia
Qabis,Tunisia
Nabul,Tunisia
Madanin,Tunisia
Jundubah,Tunisia
Bin 'Arus,Tunisia
Banzart,Tunisia
Bajah,Tunisia
Ariana,Tunisia
Al Qayrawan,Tunisia
Al Qasrayn,Tunisia
Al Munastir,Tunisia
Al Mahdiyah,Tunisia
Kef,Tunisia
Manouba,Tunisia
Vava`u,Tonga
Tongatapu,Tonga
Ha`apai,Tonga
'Eua,Tonga
Niuas,Tonga
Yozgat,Turkey
Van,Turkey
Usak,Turkey
Sanliurfa,Turkey
Tunceli,Turkey
Sivas,Turkey
Siirt,Turkey
Nigde,Turkey
Nevsehir,Turkey
Mus,Turkey
Mugla,Turkey
Mardin,Turkey
Manisa,Turkey
Malatya,Turkey
Kuetahya,Turkey
Konya,Turkey
Kirsehir,Turkey
Kayseri,Turkey
Kahramanmaras,Turkey
Izmir,Turkey
Isparta,Turkey
Mersin,Turkey
Hatay,Turkey
Hakkari,Turkey
Gaziantep,Turkey
Eskisehir,Turkey
Erzurum,Turkey
Erzincan,Turkey
Elazig,Turkey
Diyarbakir,Turkey
Denizli,Turkey
Burdur,Turkey
Bitlis,Turkey
Bingoel,Turkey
Bilecik,Turkey
Balikesir,Turkey
Aydin,Turkey
Antalya,Turkey
Ankara,Turkey
Agri,Turkey
Afyonkarahisar,Turkey
Adiyaman,Turkey
Adana,Turkey
Osmaniye,Turkey
Igdir,Turkey
Aksaray,Turkey
Batman,Turkey
Karaman,Turkey
Kirikkale,Turkey
Sirnak,Turkey
Kilis,Turkey
Zonguldak,Turkey
Trabzon,Turkey
Tokat,Turkey
Tekirdag,Turkey
Sinop,Turkey
Samsun,Turkey
Sakarya,Turkey
Rize,Turkey
Ordu,Turkey
Kocaeli,Turkey
Kirklareli,Turkey
Kastamonu,Turkey
Kars,Turkey
Istanbul,Turkey
Gumushane,Turkey
Giresun,Turkey
Edirne,Turkey
Corum,Turkey
Cankiri,Turkey
Canakkale Province,Turkey
Bursa,Turkey
Bolu,Turkey
Artvin,Turkey
Amasya,Turkey
Bartin,Turkey
Karabuk,Turkey
Yalova,Turkey
Ardahan,Turkey
Bayburt,Turkey
Duzce,Turkey
Tobago,Trinidad and Tobago
City of San Fernando,Trinidad and Tobago
City of Port of Spain,Trinidad and Tobago
Mayaro,Trinidad and Tobago
Borough of Arima,Trinidad and Tobago
Chaguanas,Trinidad and Tobago
Couva-Tabaquite-Talparo,Trinidad and Tobago
Diego Martin,Trinidad and Tobago
Eastern Tobago,Trinidad and Tobago
Penal/Debe,Trinidad and Tobago
Princes Town,Trinidad and Tobago
Point Fortin,Trinidad and Tobago
Sangre Grande,Trinidad and Tobago
Siparia,Trinidad and Tobago
San Juan/Laventille,Trinidad and Tobago
Tunapuna/Piarco,Trinidad and Tobago
Nui,Tuvalu
Nanumea,Tuvalu
Funafuti,Tuvalu
Niutao,Tuvalu
Nanumanga,Tuvalu
Vaitupu,Tuvalu
Nukufetau,Tuvalu
Nukulaelae,Tuvalu
Fukien,Taiwan
Kaohsiung,Taiwan
Taipei,Taiwan
Taiwan,Taiwan
Kagera,Tanzania
Zanzibar Urban/West,Tanzania
Zanzibar North,Tanzania
Zanzibar Central/South,Tanzania
Tanga,Tanzania
Tabora,Tanzania
Singida,Tanzania
Shinyanga,Tanzania
Rukwa,Tanzania
Pwani,Tanzania
Pemba South,Tanzania
Pemba North,Tanzania
Mwanza,Tanzania
Morogoro,Tanzania
Mbeya,Tanzania
Mara,Tanzania
Lindi,Tanzania
Kilimanjaro,Tanzania
Kigoma,Tanzania
Iringa,Tanzania
Dodoma,Tanzania
Dar es Salaam,Tanzania
Arusha,Tanzania
Manyara,Tanzania
Ruvuma,Tanzania
Mtwara,Tanzania
Simiyu,Tanzania
Geita,Tanzania
Katavi,Tanzania
Njombe,Tanzania
Zhytomyr,Ukraine
Zaporizhia,Ukraine
Zakarpattia,Ukraine
Volyn,Ukraine
Vinnyts'ka,Ukraine
Ternopil,Ukraine
Sumy,Ukraine
Misto Sevastopol',Ukraine
Rivne,Ukraine
Poltava,Ukraine
Odessa,Ukraine
Mykolaiv,Ukraine
Lviv,Ukraine
Luhansk,Ukraine
Kiev,Ukraine
Kyiv City,Ukraine
Crimea,Ukraine
Kirovohrad,Ukraine
Khmelnytskyi,Ukraine
Kherson,Ukraine
Kharkiv,Ukraine
Ivano-Frankivsk,Ukraine
Donetsk,Ukraine
Dnipropetrovsk,Ukraine
Chernivtsi,Ukraine
Chernihiv,Ukraine
Cherkasy,Ukraine
Central Region,Uganda
Eastern Region,Uganda
Northern Region,Uganda
Western Region,Uganda
Wake Island,United States Minor Outlying Islands
Falcon,Venezuela
Navassa Island,United States Minor Outlying Islands
Baker Island,United States Minor Outlying Islands
Howland Island,United States Minor Outlying Islands
Jarvis Island,United States Minor Outlying Islands
Johnston Atoll,United States Minor Outlying Islands
Kingman Reef,United States Minor Outlying Islands
Midway Islands,United States Minor Outlying Islands
Palmyra Atoll,United States Minor Outlying Islands
Arkansas,United States
"Washington, D.C.",United States
Delaware,United States
Florida,United States
Georgia,United States
Kansas,United States
Louisiana,United States
Maryland,United States
Missouri,United States
Mississippi,United States
North Carolina,United States
Oklahoma,United States
South Carolina,United States
Tennessee,United States
Texas,United States
West Virginia,United States
Alabama,United States
Connecticut,United States
Iowa,United States
Illinois,United States
Indiana,United States
Maine,United States
Michigan,United States
Minnesota,United States
Nebraska,United States
New Hampshire,United States
New Jersey,United States
New York,United States
Ohio,United States
Rhode Island,United States
Vermont,United States
Wisconsin,United States
California,United States
Colorado,United States
New Mexico,United States
Nevada,United States
Utah,United States
Arizona,United States
Idaho,United States
Montana,United States
North Dakota,United States
Oregon,United States
South Dakota,United States
Washington,United States
Wyoming,United States
Hawaii,United States
Alaska,United States
Kentucky,United States
Massachusetts,United States
Pennsylvania,United States
Virginia,United States
Treinta y Tres,Uruguay
Tacuarembo,Uruguay
Soriano,Uruguay
San Jose,Uruguay
Salto,Uruguay
Rocha,Uruguay
Rivera,Uruguay
Rio Negro,Uruguay
Paysandu,Uruguay
Montevideo,Uruguay
Maldonado,Uruguay
Lavalleja,Uruguay
Florida,Uruguay
Flores,Uruguay
Durazno,Uruguay
Colonia,Uruguay
Cerro Largo,Uruguay
Canelones,Uruguay
Artigas,Uruguay
Karakalpakstan,Uzbekistan
Surxondaryo,Uzbekistan
Samarqand,Uzbekistan
Qashqadaryo,Uzbekistan
Bukhara,Uzbekistan
Toshkent,Uzbekistan
Toshkent Shahri,Uzbekistan
Sirdaryo,Uzbekistan
Navoiy,Uzbekistan
Namangan,Uzbekistan
Xorazm,Uzbekistan
Jizzax,Uzbekistan
Fergana,Uzbekistan
Andijon,Uzbekistan
Saint Patrick,Saint Vincent and the Grenadines
Saint George,Saint Vincent and the Grenadines
Saint David,Saint Vincent and the Grenadines
Saint Andrew,Saint Vincent and the Grenadines
Grenadines,Saint Vincent and the Grenadines
Charlotte,Saint Vincent and the Grenadines
Zulia,Venezuela
Yaracuy,Venezuela
Trujillo,Venezuela
Tachira,Venezuela
Sucre,Venezuela
Portuguesa,Venezuela
Nueva Esparta,Venezuela
Monagas,Venezuela
Miranda,Venezuela
Merida,Venezuela
Lara,Venezuela
Guarico,Venezuela
Dependencias Federales,Venezuela
Capital,Venezuela
Delta Amacuro,Venezuela
Cojedes,Venezuela
Carabobo,Venezuela
Bolivar,Venezuela
Barinas,Venezuela
Aragua,Venezuela
Apure,Venezuela
Anzoategui,Venezuela
Amazonas,Venezuela
Vargas,Venezuela
Saint Croix Island,U.S. Virgin Islands
Saint John Island,U.S. Virgin Islands
Saint Thomas Island,U.S. Virgin Islands
Nghe An,Vietnam
Ninh Binh,Vietnam
Ninh Thuan,Vietnam
Soc Trang,Vietnam
Tra Vinh,Vietnam
Tuyen Quang,Vietnam
Vinh Long,Vietnam
Yen Bai,Vietnam
Lao Cai,Vietnam
Tien Giang,Vietnam
Thua Thien-Hue,Vietnam
Kon Tum,Vietnam
Thanh Hoa,Vietnam
Thai Binh,Vietnam
Tay Ninh,Vietnam
Son La,Vietnam
Quang Tri,Vietnam
Quang Ninh,Vietnam
Quang Ngai,Vietnam
Quang Binh,Vietnam
Phu Yen,Vietnam
Hoa Binh,Vietnam
Long An,Vietnam
Lang Son,Vietnam
Lam Dong,Vietnam
Lai Chau,Vietnam
Kien Giang,Vietnam
Khanh Hoa,Vietnam
Ho Chi Minh City,Vietnam
Ha Tinh,Vietnam
Ha Giang,Vietnam
Gia Lai,Vietnam
Ha Noi,Vietnam
Can Tho,Vietnam
Hai Phong,Vietnam
Binh Thuan,Vietnam
Dong Thap,Vietnam
Dong Nai,Vietnam
Dac Lak,Vietnam
Ba Ria-Vung Tau,Vietnam
Cao Bang,Vietnam
Binh Dinh,Vietnam
Ben Tre,Vietnam
An Giang,Vietnam
Dak Nong,Vietnam
Tinh Dien Bien,Vietnam
Bac Ninh,Vietnam
Bac Giang,Vietnam
Da Nang,Vietnam
Binh Duong,Vietnam
Binh Phuoc,Vietnam
Thai Nguyen,Vietnam
Quang Nam,Vietnam
Phu Tho,Vietnam
Nam Dinh,Vietnam
Ha Nam,Vietnam
Bac Kan,Vietnam
Bac Lieu,Vietnam
Ca Mau,Vietnam
Hai Duong,Vietnam
Hung Yen,Vietnam
Vinh Phuc,Vietnam
Hau Giang,Vietnam
Tafea,Vanuatu
Sanma,Vanuatu
Torba,Vanuatu
Malampa,Vanuatu
Penama,Vanuatu
Shefa,Vanuatu
Circonscription d'Uvea,Wallis and Futuna
Circonscription de Sigave,Wallis and Futuna
Circonscription d'Alo,Wallis and Futuna
Vaisigano,Samoa
Va`a-o-Fonoti,Samoa
Tuamasaga,Samoa
Satupa`itea,Samoa
Palauli,Samoa
Gagaifomauga,Samoa
Gaga`emauga,Samoa
Fa`asaleleaga,Samoa
Atua,Samoa
Aiga-i-le-Tai,Samoa
A'ana,Samoa
Ferizaj,Kosovo
Gjakova,Kosovo
Gjilan,Kosovo
Mitrovica,Kosovo
Pec,Kosovo
Pristina,Kosovo
Prizren,Kosovo
Ta'izz,Yemen
Shabwah,Yemen
Sanaa,Yemen
Sa'dah,Yemen
Raymah,Yemen
Ma'rib,Yemen
Al Mahwit,Yemen
Al Jawf,Yemen
Muhafazat Hadramawt,Yemen
Dhamar,Yemen
Al Mahrah,Yemen
Muhafazat al Hudaydah,Yemen
Muhafazat al Bayda',Yemen
Aden,Yemen
Abyan,Yemen
Ad Dali',Yemen
Omran,Yemen
Hajjah,Yemen
Ibb,Yemen
Lahij,Yemen
Amanat Al Asimah,Yemen
Soqatra Governorate,Yemen
Acoua,Mayotte
Bandraboua,Mayotte
Bandrele,Mayotte
Boueni,Mayotte
Chiconi,Mayotte
Chirongui,Mayotte
Dembeni,Mayotte
Dzaoudzi,Mayotte
Kani-Keli,Mayotte
Koungou,Mayotte
Mamoudzou,Mayotte
Mtsamboro,Mayotte
M'Tsangamouji,Mayotte
Ouangani,Mayotte
Pamandzi,Mayotte
Sada,Mayotte
Tsingoni,Mayotte
Orange Free State,South Africa
KwaZulu-Natal,South Africa
Eastern Cape,South Africa
Gauteng,South Africa
Mpumalanga,South Africa
Northern Cape,South Africa
Limpopo,South Africa
North-West,South Africa
Western Cape,South Africa
Western,Zambia
Southern,Zambia
North-Western,Zambia
Northern,Zambia
Lusaka,Zambia
Luapula,Zambia
Eastern,Zambia
Copperbelt,Zambia
Central,Zambia
Midlands,Zimbabwe
Matabeleland South,Zimbabwe
Matabeleland North,Zimbabwe
Masvingo,Zimbabwe
Mashonaland West,Zimbabwe
Mashonaland East,Zimbabwe
Mashonaland Central,Zimbabwe
Manicaland,Zimbabwe
Bulawayo,Zimbabwe
Harare,Zimbabwe
